achievement_id,student_id,group_id,achievement_type,points_earned,timestamp,difficulty_level,team_bonus,engagement_increase,time_to_earn_hours,shared_with_team
GAM0001,STU027,GRP009,Debugging Hero,98,2025-08-24 06:04:15.558869,Platinum,False,14.836119101273216,15.596725632057058,True
GAM0002,STU025,GRP016,Documentation Champion,86,2025-08-24 06:04:15.558902,Platinum,True,11.171612753853456,19.630173405510934,True
GAM0003,STU058,GRP005,Team Player,19,2025-08-10 21:04:15.558910,Bronze,True,17.307976133951637,0.06611487591271839,True
GAM0004,STU063,GRP003,Model Master,78,2025-08-17 12:04:15.558917,Silver,False,8.173505471569216,28.08430150805959,False
GAM0005,STU051,GRP010,Documentation Champion,46,2025-08-06 05:04:15.558923,Gold,True,10.577290611007818,15.649367597824435,False
GAM0006,STU051,GRP007,Code Collaborator,81,2025-08-06 10:04:15.558929,Platinum,True,10.776240584844603,5.646094727209472,True
GAM0007,STU005,GRP016,Presentation Pro,23,2025-08-22 02:04:15.558935,Silver,True,4.458231308703793,62.19415038967208,False
GAM0008,STU024,GRP003,Code Collaborator,40,2025-08-15 04:04:15.558943,Gold,False,21.52792947763433,8.649700909897579,False
GAM0009,STU057,GRP020,Data Detective,94,2025-08-04 13:04:15.558952,Silver,True,12.909869071522794,81.65103160364373,False
GAM0010,STU006,GRP019,Data Detective,29,2025-08-17 05:04:15.558958,Gold,True,14.618655850926052,120.55727796906513,True
GAM0011,STU026,GRP002,Debugging Hero,58,2025-08-21 05:04:15.558964,Gold,True,5.57256821454863,51.106208341851314,True
GAM0012,STU025,GRP011,Presentation Pro,13,2025-08-05 21:04:15.558970,Platinum,True,13.031058213634207,29.005187209523505,False
GAM0013,STU078,GRP017,Documentation Champion,81,2025-08-21 01:04:15.558975,Silver,False,12.076386849248365,5.617887414324301,True
GAM0014,STU009,GRP014,Data Detective,89,2025-08-09 03:04:15.558981,Silver,False,5.174499335193927,10.118769288269993,True
GAM0015,STU019,GRP004,Team Player,10,2025-08-16 08:04:15.558987,Bronze,True,8.106784433228892,34.29647992997809,False
GAM0016,STU073,GRP004,Team Player,90,2025-08-23 17:04:15.558992,Bronze,True,10.026568123765948,50.38137109861236,True
GAM0017,STU061,GRP019,Debugging Hero,46,2025-08-09 20:04:15.558998,Platinum,False,12.360001131909295,8.450602658803092,False
GAM0018,STU031,GRP016,Documentation Champion,54,2025-08-03 14:04:15.559005,Platinum,False,12.703912356022458,6.095827629214744,False
GAM0019,STU020,GRP015,Innovation Leader,38,2025-08-21 10:04:15.559011,Gold,True,5.973423510984985,7.2159987696176255,False
GAM0020,STU050,GRP009,Model Master,57,2025-08-08 17:04:15.559017,Bronze,False,10.14636666200598,83.72810525646183,False
GAM0021,STU019,GRP002,Presentation Pro,62,2025-08-09 08:04:15.559022,Silver,False,12.447907064323001,60.2227040704596,True
GAM0022,STU046,GRP007,Debugging Hero,63,2025-08-05 15:04:15.559028,Platinum,False,13.225150602585586,15.061994318850674,False
GAM0023,STU057,GRP013,Presentation Pro,56,2025-08-17 07:04:15.559033,Gold,False,2.528242938265498,51.33036308299226,True
GAM0024,STU068,GRP007,Team Player,37,2025-08-09 07:04:15.559039,Silver,True,7.518407552396771,14.210646148910627,False
GAM0025,STU080,GRP012,Presentation Pro,80,2025-08-06 02:04:15.559045,Platinum,False,15.809281609323275,13.447355612706804,True
GAM0026,STU028,GRP013,Model Master,70,2025-08-22 04:04:15.559050,Platinum,False,20.51662344963971,19.88767683887978,False
GAM0027,STU080,GRP014,Data Detective,35,2025-08-19 20:04:15.559056,Gold,True,12.58522389816085,1.7274512064144139,True
GAM0028,STU067,GRP014,Model Master,66,2025-08-23 23:04:15.559061,Silver,False,11.27372218322755,9.432574458613022,True
GAM0029,STU023,GRP009,Model Master,92,2025-08-15 22:04:15.559067,Silver,True,12.143101941183142,64.62142663048863,True
GAM0030,STU060,GRP008,Model Master,72,2025-08-17 18:04:15.559073,Bronze,True,13.418763944157428,6.908656750480528,False
GAM0031,STU011,GRP001,Data Detective,16,2025-08-17 10:04:15.559079,Bronze,False,11.367902079654876,9.064741915568245,False
GAM0032,STU046,GRP007,Model Master,37,2025-08-17 22:04:15.559084,Bronze,False,17.2763047654731,16.702237812284643,True
GAM0033,STU041,GRP019,Presentation Pro,70,2025-08-17 06:04:15.559090,Silver,False,14.589630106399078,51.313236848959676,True
GAM0034,STU072,GRP006,Model Master,30,2025-08-15 15:04:15.559095,Bronze,False,12.90268386385275,12.294367009645462,True
GAM0035,STU071,GRP016,Documentation Champion,98,2025-08-06 09:04:15.559101,Silver,True,11.286542411146076,42.91938644240284,True
GAM0036,STU019,GRP015,Code Collaborator,15,2025-08-21 14:04:15.559106,Platinum,False,8.063874330998214,60.038791693400626,True
GAM0037,STU022,GRP001,Innovation Leader,66,2025-08-12 00:04:15.559112,Silver,False,14.08510948886485,6.761353201528073,False
GAM0038,STU063,GRP019,Innovation Leader,53,2025-08-22 16:04:15.559117,Gold,True,14.844503040434581,2.685785797610865,True
GAM0039,STU080,GRP010,Debugging Hero,29,2025-08-22 03:04:15.559123,Silver,False,9.683503831457806,6.0257977923818355,True
GAM0040,STU011,GRP012,Presentation Pro,12,2025-08-11 05:04:15.559129,Platinum,True,17.14716400981204,3.829518528935882,True
GAM0041,STU033,GRP007,Documentation Champion,76,2025-08-05 05:04:15.559134,Bronze,False,12.057278031188918,19.040144974808985,True
GAM0042,STU022,GRP002,Team Player,99,2025-08-17 23:04:15.559140,Gold,False,14.923178361254793,65.81056822432247,False
GAM0043,STU044,GRP002,Documentation Champion,94,2025-08-14 17:04:15.559145,Bronze,False,13.712429573806538,36.85065204892646,True
GAM0044,STU017,GRP020,Data Detective,83,2025-08-24 02:04:15.559151,Gold,False,8.659046539499801,2.8537821886554524,True
GAM0045,STU061,GRP013,Debugging Hero,14,2025-08-09 16:04:15.559156,Gold,False,19.691973819313965,29.6872448090859,True
GAM0046,STU066,GRP014,Debugging Hero,100,2025-08-17 04:04:15.559161,Silver,False,11.988590917307404,22.886268670633875,False
GAM0047,STU071,GRP007,Presentation Pro,46,2025-08-18 19:04:15.559166,Bronze,False,10.525708362773447,28.08318166067501,False
GAM0048,STU011,GRP011,Code Collaborator,12,2025-08-07 04:04:15.559172,Silver,True,13.816140383502523,6.066690836925291,True
GAM0049,STU023,GRP012,Code Collaborator,29,2025-08-12 07:04:15.559177,Silver,True,18.867383722208785,68.41867074240486,False
GAM0050,STU002,GRP001,Innovation Leader,89,2025-08-22 23:04:15.559183,Silver,False,7.8470770780323145,9.337986782451056,True
GAM0051,STU043,GRP004,Code Collaborator,17,2025-08-09 11:04:15.559189,Silver,True,15.103590195965861,61.202869976605896,False
GAM0052,STU011,GRP006,Code Collaborator,21,2025-08-24 10:04:15.559195,Platinum,True,11.096050601954843,0.937445685633428,True
GAM0053,STU011,GRP013,Innovation Leader,90,2025-08-13 04:04:15.559200,Silver,False,15.692713222491673,1.1931078487335223,False
GAM0054,STU064,GRP020,Model Master,70,2025-08-18 08:04:15.559206,Bronze,False,15.399554584883566,21.06091203859618,True
GAM0055,STU001,GRP003,Model Master,35,2025-08-18 21:04:15.559212,Silver,True,6.310959271159324,24.111636690445078,True
GAM0056,STU010,GRP007,Model Master,51,2025-08-08 08:04:15.559217,Silver,True,10.873845559370476,4.038071566620738,True
GAM0057,STU076,GRP010,Debugging Hero,74,2025-08-10 20:04:15.559222,Gold,True,8.83500188092973,1.8793822386909977,True
GAM0058,STU045,GRP008,Data Detective,93,2025-08-05 12:04:15.559228,Gold,False,16.441783776757195,33.52455780407777,False
GAM0059,STU009,GRP002,Code Collaborator,73,2025-08-17 03:04:15.559233,Bronze,False,13.98560398791478,40.76367646123069,True
GAM0060,STU058,GRP001,Code Collaborator,50,2025-08-11 22:04:15.559238,Gold,True,16.85818976801984,7.611609488786486,True
GAM0061,STU041,GRP015,Innovation Leader,71,2025-08-16 14:04:15.559244,Platinum,False,15.423745834800298,119.11185192060334,False
GAM0062,STU041,GRP018,Team Player,39,2025-08-11 23:04:15.559249,Silver,True,9.864491137305897,8.183349936833032,True
GAM0063,STU053,GRP015,Presentation Pro,51,2025-08-04 19:04:15.559255,Platinum,False,9.630164496866305,88.85438058757482,False
GAM0064,STU060,GRP015,Model Master,28,2025-08-08 18:04:15.559261,Platinum,False,13.423804859377306,84.65927743417524,False
GAM0065,STU018,GRP011,Debugging Hero,90,2025-08-21 07:04:15.559266,Platinum,False,21.15898553789334,28.547701599259305,True
GAM0066,STU023,GRP005,Model Master,37,2025-08-22 11:04:15.559272,Bronze,False,11.400855131519592,9.747060380546179,True
GAM0067,STU035,GRP011,Team Player,12,2025-08-13 21:04:15.559278,Platinum,True,13.45248806474179,46.29897569136994,True
GAM0068,STU071,GRP009,Team Player,34,2025-08-14 02:04:15.559283,Platinum,False,15.189936460528667,9.856027242406324,True
GAM0069,STU021,GRP016,Data Detective,55,2025-08-03 23:04:15.559288,Bronze,True,12.05591449447874,30.207272341319733,False
GAM0070,STU062,GRP020,Documentation Champion,28,2025-08-19 11:04:15.559293,Platinum,True,21.255549093704122,16.8463350870433,True
GAM0071,STU002,GRP010,Model Master,53,2025-08-11 01:04:15.559299,Gold,False,10.750034608641464,81.95417822523447,True
GAM0072,STU077,GRP005,Documentation Champion,53,2025-08-09 00:04:15.559304,Gold,True,7.685392030195664,57.7046947161536,True
GAM0073,STU061,GRP003,Data Detective,67,2025-08-16 14:04:15.559309,Platinum,True,15.333022530395013,8.356371945810682,True
GAM0074,STU042,GRP008,Innovation Leader,91,2025-08-04 23:04:15.559315,Platinum,False,8.779472046456318,55.25400832775159,True
GAM0075,STU074,GRP011,Team Player,26,2025-08-03 21:04:15.559320,Gold,True,10.960733864428386,8.08870138149656,False
GAM0076,STU079,GRP008,Team Player,72,2025-08-12 11:04:15.559325,Platinum,True,13.231375331668758,39.29906965231903,True
GAM0077,STU013,GRP013,Model Master,89,2025-08-17 15:04:15.559331,Bronze,False,11.293625224810507,3.64987769423819,True
GAM0078,STU035,GRP003,Presentation Pro,59,2025-08-07 21:04:15.559337,Silver,False,12.790861498631678,1.9623522193202128,False
GAM0079,STU047,GRP002,Presentation Pro,41,2025-08-19 17:04:15.559343,Bronze,False,12.515693250199911,41.86076646353355,True
GAM0080,STU080,GRP016,Model Master,44,2025-08-04 02:04:15.559348,Gold,False,19.877361347278374,16.294968399922332,False
GAM0081,STU078,GRP018,Team Player,92,2025-08-20 11:04:15.559353,Bronze,False,14.20774535953229,28.720234496480963,False
GAM0082,STU025,GRP017,Documentation Champion,41,2025-08-07 15:04:15.559359,Platinum,False,11.806346963151732,3.9277166510104804,False
GAM0083,STU002,GRP010,Documentation Champion,36,2025-08-21 10:04:15.559364,Gold,True,9.97831985978023,41.636527824869326,True
GAM0084,STU054,GRP003,Innovation Leader,69,2025-08-07 22:04:15.559369,Silver,False,10.127369300609688,13.438311226851217,True
GAM0085,STU072,GRP006,Presentation Pro,50,2025-08-22 04:04:15.559375,Gold,False,4.39879666233053,35.534728344019115,True
GAM0086,STU078,GRP015,Documentation Champion,30,2025-08-11 23:04:15.559380,Silver,False,17.899885726324605,1.8324040009152458,False
GAM0087,STU016,GRP002,Innovation Leader,80,2025-08-14 07:04:15.559385,Gold,True,11.615009816219859,5.104579960988799,True
GAM0088,STU049,GRP018,Data Detective,90,2025-08-15 05:04:15.559390,Gold,False,14.578339572285262,1.8647949216535236,True
GAM0089,STU079,GRP002,Documentation Champion,51,2025-08-12 10:04:15.559396,Bronze,True,12.297195851098857,1.0569573975680864,False
GAM0090,STU017,GRP016,Code Collaborator,18,2025-08-21 12:04:15.559401,Silver,True,13.658802055935782,12.219565406639328,True
GAM0091,STU031,GRP003,Innovation Leader,55,2025-08-17 06:04:15.559407,Bronze,False,7.963855345326011,41.907138023567775,True
GAM0092,STU009,GRP016,Debugging Hero,79,2025-08-23 04:04:15.559412,Platinum,False,15.70270654244305,27.737544327967,True
GAM0093,STU071,GRP003,Team Player,67,2025-08-21 02:04:15.559417,Bronze,False,6.157318469928037,3.1829108571174523,True
GAM0094,STU008,GRP018,Data Detective,16,2025-08-10 18:04:15.559423,Silver,False,11.34546801740026,29.972670253629428,True
GAM0095,STU029,GRP008,Model Master,27,2025-08-13 19:04:15.559428,Gold,False,13.827453025473847,17.826573704111507,True
GAM0096,STU051,GRP001,Documentation Champion,73,2025-08-23 23:04:15.559434,Platinum,True,14.161379658145668,40.921375082215576,True
GAM0097,STU076,GRP002,Team Player,39,2025-08-12 01:04:15.559439,Platinum,True,10.269278005989502,12.103201237494282,True
GAM0098,STU011,GRP019,Innovation Leader,75,2025-08-05 07:04:15.559444,Silver,False,5.886633671348476,28.096907497346123,True
GAM0099,STU069,GRP001,Documentation Champion,44,2025-08-12 15:04:15.559450,Gold,False,14.236779962834667,8.871702206443132,True
GAM0100,STU026,GRP020,Documentation Champion,52,2025-08-20 07:04:15.559455,Gold,False,10.271068590670499,0.3579380874951288,True
GAM0101,STU037,GRP015,Data Detective,67,2025-08-11 15:04:15.559460,Platinum,True,14.104944007408,7.504057257282964,True
GAM0102,STU006,GRP013,Code Collaborator,36,2025-08-20 05:04:15.559466,Gold,True,12.148773114482678,5.4668019219915305,False
GAM0103,STU039,GRP012,Presentation Pro,16,2025-08-10 16:04:15.559471,Silver,False,6.453216902929753,34.571918429023924,True
GAM0104,STU004,GRP010,Data Detective,37,2025-08-06 19:04:15.559476,Silver,False,15.207401929002875,20.73279646495743,True
GAM0105,STU050,GRP011,Presentation Pro,60,2025-08-11 15:04:15.559482,Silver,False,7.9920007272962605,102.880944396375,True
GAM0106,STU077,GRP010,Team Player,19,2025-08-11 08:04:15.559487,Bronze,True,9.589664747277169,33.58771015624252,False
GAM0107,STU080,GRP002,Data Detective,45,2025-08-04 15:04:15.559492,Bronze,False,17.519000255510733,75.3369081596003,True
GAM0108,STU073,GRP006,Code Collaborator,16,2025-08-16 15:04:15.559497,Silver,True,12.134168375299211,5.901560883310612,False
GAM0109,STU048,GRP003,Documentation Champion,63,2025-08-10 13:04:15.559503,Bronze,False,10.313380931225785,19.58797458475374,False
GAM0110,STU016,GRP010,Model Master,43,2025-08-14 18:04:15.559508,Silver,True,21.806794703604357,19.21555812960404,False
GAM0111,STU004,GRP016,Model Master,11,2025-08-22 02:04:15.559514,Bronze,True,7.657217072013432,77.31732938195799,True
GAM0112,STU075,GRP018,Documentation Champion,44,2025-08-24 00:04:15.559520,Platinum,True,16.72171342899174,9.249557558699465,False
GAM0113,STU020,GRP007,Code Collaborator,60,2025-08-10 00:04:15.559525,Platinum,True,12.71168404031663,13.834382560552866,True
GAM0114,STU056,GRP015,Debugging Hero,32,2025-08-03 17:04:15.559530,Bronze,True,4.879587051508328,11.464741685056358,True
GAM0115,STU036,GRP010,Presentation Pro,35,2025-08-07 09:04:15.559536,Gold,True,11.047921519532172,21.90192774314378,True
GAM0116,STU025,GRP008,Presentation Pro,10,2025-08-10 15:04:15.559541,Bronze,False,19.397475166266652,10.406007057107537,True
GAM0117,STU063,GRP008,Data Detective,46,2025-08-16 17:04:15.559547,Bronze,False,16.347751600130795,9.109224950012944,True
GAM0118,STU061,GRP018,Model Master,57,2025-08-10 10:04:15.559552,Gold,True,8.062288317889776,7.001575720597403,True
GAM0119,STU045,GRP014,Model Master,84,2025-08-15 22:04:15.559558,Gold,False,13.197148591766156,1.0329803283154915,False
GAM0120,STU038,GRP005,Presentation Pro,96,2025-08-12 22:04:15.559563,Platinum,False,11.775132751486112,0.4733399138304568,False
GAM0121,STU012,GRP020,Documentation Champion,27,2025-08-17 09:04:15.559568,Gold,False,11.625488856125564,6.757956197808383,True
GAM0122,STU070,GRP006,Data Detective,53,2025-08-13 16:04:15.559574,Silver,False,9.98147204326564,13.77619314156889,True
GAM0123,STU021,GRP019,Model Master,36,2025-08-06 21:04:15.559579,Platinum,True,12.712757088087265,58.63436081095321,False
GAM0124,STU015,GRP017,Data Detective,76,2025-08-22 06:04:15.559585,Bronze,False,9.34930379226196,62.10424589452628,False
GAM0125,STU022,GRP008,Innovation Leader,72,2025-08-22 00:04:15.559591,Gold,False,15.968429684606043,9.598802134643659,True
GAM0126,STU051,GRP017,Debugging Hero,38,2025-08-12 04:04:15.559596,Gold,False,11.600409682934064,26.345813756342146,True
GAM0127,STU014,GRP008,Presentation Pro,29,2025-08-06 16:04:15.559601,Silver,True,16.34016727189224,26.69738434530429,False
GAM0128,STU065,GRP004,Presentation Pro,28,2025-08-04 23:04:15.559607,Bronze,False,9.792495795256812,15.218099027033341,True
GAM0129,STU052,GRP010,Team Player,79,2025-08-10 21:04:15.559612,Bronze,True,9.751529631696242,58.21390826145081,True
GAM0130,STU004,GRP010,Code Collaborator,36,2025-08-20 12:04:15.559618,Bronze,True,11.863189634275074,24.37823613580619,True
GAM0131,STU016,GRP014,Innovation Leader,94,2025-08-15 21:04:15.559624,Bronze,False,9.220348889775538,27.858798463359854,True
GAM0132,STU048,GRP007,Documentation Champion,64,2025-08-11 06:04:15.559630,Platinum,True,11.524075234200197,21.040293468104583,True
GAM0133,STU005,GRP016,Innovation Leader,54,2025-08-23 20:04:15.559635,Gold,False,9.41842762164756,1.639862330099589,False
GAM0134,STU050,GRP018,Code Collaborator,64,2025-08-09 19:04:15.559640,Gold,False,13.547079612123175,17.69731012572121,False
GAM0135,STU049,GRP002,Presentation Pro,21,2025-08-14 08:04:15.559646,Gold,True,8.550313121058213,4.236785709738475,True
GAM0136,STU013,GRP015,Debugging Hero,53,2025-08-19 08:04:15.559651,Platinum,True,15.458651071442663,0.37704836576104184,True
GAM0137,STU071,GRP015,Team Player,88,2025-08-15 17:04:15.559657,Bronze,True,12.2953303191911,24.695860282656803,True
GAM0138,STU076,GRP001,Presentation Pro,18,2025-08-13 18:04:15.559662,Silver,False,11.002528646607646,38.90945106860344,True
GAM0139,STU073,GRP013,Data Detective,42,2025-08-12 00:04:15.559667,Bronze,False,7.479998495630174,7.9436880792971465,True
GAM0140,STU058,GRP010,Model Master,15,2025-08-18 07:04:15.559672,Gold,False,6.987167835032515,6.408152444598377,True
GAM0141,STU020,GRP003,Team Player,71,2025-08-14 03:04:15.559678,Silver,True,19.09089240702354,17.32932599992088,True
GAM0142,STU023,GRP013,Data Detective,48,2025-08-20 14:04:15.559683,Silver,False,14.012949615508887,44.98036712522255,False
GAM0143,STU075,GRP016,Team Player,66,2025-08-07 06:04:15.559688,Bronze,True,13.800886532890996,9.919984689577083,True
GAM0144,STU017,GRP020,Data Detective,66,2025-08-13 21:04:15.559694,Gold,False,9.520589486571243,32.18483080238808,True
GAM0145,STU068,GRP012,Code Collaborator,63,2025-08-14 09:04:15.559699,Bronze,False,14.527948532695776,71.13436405463702,True
GAM0146,STU055,GRP003,Code Collaborator,21,2025-08-18 21:04:15.559704,Gold,False,11.860879720524231,25.043369132078503,True
GAM0147,STU032,GRP005,Code Collaborator,13,2025-08-21 01:04:15.559710,Bronze,True,10.865651359122467,29.03783105749148,True
GAM0148,STU058,GRP018,Innovation Leader,81,2025-08-18 21:04:15.559715,Platinum,True,7.5701568786009155,0.49766459334770086,False
GAM0149,STU024,GRP019,Debugging Hero,24,2025-08-12 13:04:15.559720,Bronze,True,13.521207209779314,36.69782815554804,True
